lookback,lookahead,mae,rmse,mape
2,1,0.4072258996705478,0.7504078728538631,20.802038527202537
2,2,0.42639289571520933,0.8176619140035823,23.203790259896824
2,6,0.6691432527234312,1.1826707931806084,37.42453360961533
6,1,0.4148809365750567,0.7404971554056134,19.7565550283832
6,2,0.48442694205046305,0.8613659391038029,25.345767836834177
6,6,0.7245859340069676,1.2660593228194557,38.02066811526411
12,1,0.43225296952762016,0.7713026732678799,23.77807045813424
12,2,0.4073951668791249,0.7799647560450609,22.117246990642876
12,6,0.6608011491372342,1.1638305339015418,34.742624221775735
